272	129
250	724
1253	690
234	524
1152	740
310	323
461	176
962	326
151	516
482	137
1327	450
836	348
1350	184
444	453
1401	944
1314	729
1740	892
1575	422
1656	459
778	467
1090	780
190	234
1730	661
582	622
1193	557
396	932
671	630
439	120
1304	489
255	386
254	376
1663	280
1708	194
755	236
1234	304
356	450
1594	700
1670	746
1567	530
333	140
829	542
783	285
1057	932
1357	831
54	900
733	394
1481	290
737	426
541	391
923	825
1048	235
848	333
1579	691
1510	795
181	507
442	539
300	932
1664	292
980	466
1455	461
1488	617
1369	893
1026	251
131	880
751	795
869	755
1521	802
1174	858
1087	226
727	598
1151	76
1118	844
858	662
977	909
372	539
401	177
862	823
1255	444
698	530
842	213
247	590
1103	616
498	204
645	662
1596	789
627	53
742	634
913	495
1103	854
1732	413
1226	428
167	123
548	891
1119	53
640	639
573	666
1142	287
995	694
974	326
1198	919
1632	87
860	401
989	803
670	79
307	398
1064	566
1561	86
396	108
786	53
401	145
353	451
1513	806
1431	103
611	692
477	766
1120	313
337	410
652	450
1248	266
794	912
738	847
961	929
1161	98
861	128
1415	397
221	845
1624	89
66	786
733	318
94	410
192	890
1680	383
204	464
1337	937
428	76
745	239
296	897
767	538
1295	591
353	286
117	499
1300	583
1222	609
1204	745
716	184
712	215
962	86
238	110
905	150
763	376
796	455
1458	788
1568	67
774	98
1367	78
545	602
991	814
1476	933
201	543
114	112
1451	736
194	129
1356	224
761	222
688	136
1020	745
637	242
986	438
1552	407
554	639
988	914
1229	321
524	711
1363	657
1408	484
193	262
984	755
1530	399
249	242
670	186
225	397
489	634
117	329
1009	798
130	275
1492	842
638	339
812	655
1321	166
1604	73
672	243
848	616
349	161
266	533
917	171
141	426
1020	123
1075	505
1747	781
694	807
60	136
787	828
902	217
359	363
458	91
1335	495
1067	936
520	586
84	174
1105	239
773	788
785	927
1720	336
817	916
969	857
1142	317
1140	117
1471	487
379	436
390	898
1096	230
373	757
877	647
621	775
1543	422
1655	205
1616	111
1291	612
295	805
503	429
1683	669
488	230
727	200
296	829
1181	433
1092	367
1433	446
172	421
537	625
1066	79
175	324
348	287
1315	770
499	902
955	865
293	658
1725	773
1118	799
1569	115
266	776
1205	939
526	455
849	756
106	901
1155	401
1188	675
736	349
528	497
945	233
1609	405
894	690
143	149
337	366
953	483
306	819
821	634
234	199
104	621
854	772
370	620
1336	692
651	323
658	121
632	247
1394	70
1504	188
378	534
353	437
1044	511
216	776
426	380
1494	625
769	360
201	914
475	693
848	365
419	828
779	346
1477	484
1486	341
591	827
1100	620
1204	898
1412	289
1564	156
669	530
1249	333
768	439
1137	442
198	645
280	241
912	94
621	111
699	132
996	877
1580	471
640	843
347	412
1396	526
606	391
488	350
573	610
702	416
970	734
1434	709
507	747
1260	398
234	366
1349	840
743	475
1569	358
133	153
831	795
515	264
826	62
385	442
1233	344
1336	83
1239	215
1658	672
93	645
63	676
909	449
1174	252
1007	488
113	904
215	333
1361	343
1162	385
328	562
190	65
436	506
1666	634
905	262
134	171
1748	900
1025	511
775	899
825	526
1341	466
492	486
1707	678
1701	558
360	565
137	755
951	743
328	288
367	695
799	588
429	243
1033	324
1066	709
1063	466
127	348
81	884
906	691
155	294
1109	418
1608	935
1467	736
1507	148
352	898
1016	131
1407	356
125	935
1187	433
1374	261
1425	601
138	523
430	580
1177	913
425	267
1728	296
1441	643
1273	802
1148	194
508	281
1715	892
609	530
90	291
687	266
552	868
1110	691
998	919
1651	712
1597	711
142	751
1646	658
1508	85
969	406
