93	581
693	387
943	529
854	395
585	526
853	270
185	476
797	230
174	909
1262	439
1338	696
339	805
355	862
55	235
1112	677
1567	106
207	214
1309	140
1021	619
1015	288
1678	522
906	750
543	786
1051	508
330	564
433	312
1245	639
1653	651
1352	692
50	912
129	880
1631	701
185	943
160	294
1570	311
334	143
759	488
1380	800
1665	486
367	698
552	701
1657	881
913	884
1501	61
1664	550
307	733
828	758
164	858
1104	773
905	306
1458	319
786	688
599	118
569	777
1678	632
977	442
1429	97
421	725
1638	468
653	186
987	442
665	419
1618	69
1725	479
748	352
665	324
201	448
171	807
1599	114
838	337
396	400
453	237
1548	639
1601	345
276	847
1404	568
1162	142
213	277
409	263
158	585
983	122
776	403
754	374
513	277
1521	87
1262	847
1462	722
932	888
1581	651
831	877
546	841
123	350
1492	138
1151	136
1366	141
159	341
1416	745
245	387
1659	520
260	848
1229	310
938	852
1723	469
1621	185
501	645
1381	587
1310	865
1240	912
1446	752
694	899
1685	947
56	397
1556	820
357	153
314	424
565	669
513	510
1530	363
913	946
963	410
475	654
408	186
771	380
689	301
1495	914
484	899
1558	184
897	551
1129	891
1028	517
953	304
1610	241
1604	483
1649	628
1310	125
105	401
408	885
1615	664
1452	386
1360	315
1511	751
1182	395
1564	902
1743	285
1079	255
361	646
294	765
1077	166
407	313
764	145
1111	434
1480	944
1559	310
215	105
1650	243
351	185
835	824
55	700
1149	175
777	709
1472	739
1301	741
594	354
1441	645
408	228
1187	59
1580	249
121	537
109	429
1572	926
1213	663
413	907
954	787
713	286
331	520
859	757
111	155
1636	265
466	97
1726	239
1583	533
1442	629
1613	373
1108	362
389	615
1434	727
554	57
962	937
209	354
1576	556
848	400
961	347
1165	95
1297	859
416	900
984	594
706	291
1312	88
1670	887
502	201
