50	50
50	150
50	250
50	350
50	450
50	550
50	650
50	750
50	850
50	950
150	50
150	150
150	250
150	350
150	450
150	550
150	650
150	750
150	850
150	950
250	50
250	150
250	250
250	350
250	450
250	550
250	650
250	750
250	850
250	950
350	50
350	150
350	250
350	350
350	450
350	550
350	650
350	750
350	850
350	950
450	50
450	150
450	250
450	350
450	450
450	550
450	650
450	750
450	850
450	950
550	50
550	150
550	250
550	350
550	450
550	550
550	650
550	750
550	850
550	950
650	50
650	150
650	250
650	350
650	450
650	550
650	650
650	750
650	850
650	950
750	50
750	150
750	250
750	350
750	450
750	550
750	650
750	750
750	850
750	950
850	50
850	150
850	250
850	350
850	450
850	550
850	650
850	750
850	850
850	950
950	50
950	150
950	250
950	350
950	450
950	550
950	650
950	750
950	850
950	950
1050	50
1050	150
1050	250
1050	350
1050	450
1050	550
1050	650
1050	750
1050	850
1050	950
1150	50
1150	150
1150	250
1150	350
1150	450
1150	550
1150	650
1150	750
1150	850
1150	950
1250	50
1250	150
1250	250
1250	350
1250	450
1250	550
1250	650
1250	750
1250	850
1250	950
1350	50
1350	150
1350	250
1350	350
1350	450
1350	550
1350	650
1350	750
1350	850
1350	950
1450	50
1450	150
1450	250
1450	350
1450	450
1450	550
1450	650
1450	750
1450	850
1450	950
1550	50
1550	150
1550	250
1550	350
1550	450
1550	550
1550	650
1550	750
1550	850
1550	950
1650	50
1650	150
1650	250
1650	350
1650	450
1650	550
1650	650
1650	750
1650	850
1650	950
1750	50
1750	150
1750	250
1750	350
1750	450
1750	550
1750	650
1750	750
1750	850
1750	950
1850	50
1850	150
1850	250
1850	350
1850	450
1850	550
1850	650
1850	750
1850	850
1850	950
