1670	189
1427	265
1315	81
1407	841
584	803
1038	763
1215	393
507	127
722	628
144	322
518	819
865	238
1481	54
1419	628
203	550
1262	765
994	392
359	620
235	337
89	201
801	284
1154	434
1685	584
555	547
487	114
150	192
365	723
296	520
1083	854
899	807
1255	256
201	312
230	589
1704	99
155	696
1498	910
828	905
1725	547
1552	386
1371	371
1212	432
95	354
758	95
629	194
1056	916
876	334
1534	300
1368	544
1412	413
986	464
966	182
1508	881
1185	232
1429	285
763	744
1297	57
1400	193
327	239
1737	187
1648	891
202	906
826	814
1231	813
777	449
1438	338
1369	267
909	154
521	277
656	499
204	167
1511	150
451	797
111	579
775	296
1226	408
1449	252
1247	658
384	117
655	451
1369	71
1398	702
1690	858
536	565
238	788
1557	832
1686	358
1696	887
1182	733
652	933
126	815
1700	617
1319	473
273	866
990	126
201	192
616	861
251	403
529	759
351	162
151	136
